IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls,Year,Month,DayOfWeek,DayOfYear,Quarter,WeekOfYear,IsWeekend,IsNight,IsRushHour,IsPeakSeason,Distance_from_center,HasSecondPump,IncidentGroup_encoded,PropertyCategory_encoded,PropertyType_encoded,IncGeo_BoroughName_encoded,IncGeo_WardName_encoded,IncidentStationGround_encoded,FirstPumpArriving_DeployedFromStation_encoded,SpecialServiceType_encoded,Postcode_district_encoded
005868-14012018,2018-01-14,2018.0,22:09:05,22.0,Fire,Secondary Fire,Standard,Outdoor,Hedge,In street close to gazetteer location,UB3 2DP,UB3,10009948263.0,21400950.0,E09000017,HILLINGDON,Hillingdon,E05013582,Wood End,Wood End,510283.0,180994.0,510250.0,180950.0,51.51711349,-0.411977767,London,Hayes,245.0,Southall,276.0,Southall,1.0,2.0,2.0,60.0,328.0,5.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,20328.499755957364,1,1,5,63,16,684,37,80,18,231
005869-14012018,2018-01-14,2018.0,22:09:26,22.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,RM6,0.0,22301902.0,E09000026,REDBRIDGE,Redbridge,E05011237,Chadwell,Chadwell,,,547250.0,187650.0,,,London,Ilford,342.0,Ilford,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,0,2,2,149,25,119,46,46,5,145
005872-14012018,2018-01-14,2018.0,22:12:33,22.0,False Alarm,False alarm - Good intent,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,Unknown,SW9,0.0,21901316.0,E09000022,LAMBETH,Lambeth,E05014096,Brixton North,Brixton North,,,530950.0,175750.0,,,London,Brixton,145.0,Brixton,935.0,Brixton,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,34,21,70,9,9,18,210
005875-14012018,2018-01-14,2018.0,22:14:07,22.0,Fire,Primary Fire,Standard,Road Vehicle,Van ,In street outside gazetteer location,BR5 2QB,BR5,10003641172.0,20301186.0,E09000006,BROMLEY,Bromley,E05014007,St. Paul's Cray,St. Paul's Cray,545801.0,168948.0,545850.0,168950.0,51.40083126,0.094626445,London,Orpington,400.0,Orpington,,None,1.0,1.0,1.0,60.0,328.0,2.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,19053.910153187753,0,1,8,195,4,570,65,65,18,4
005877-14012018,2018-01-14,2018.0,22:17:21,22.0,False Alarm,AFA,Standard,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,N10 3LS,N10,100024000000.0,21100705.0,E09000014,HARINGEY,Haringey,E05013594,Muswell Hill,Muswell Hill,528594.0,189591.0,528550.0,189550.0,51.59050616,-0.145072464,London,Hornsey,359.0,Finchley,310.0,Finchley,3.0,4.0,4.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,9367.598217659126,1,0,4,65,13,401,45,29,18,103
005878-14012018,2018-01-14,2018.0,22:23:03,22.0,False Alarm,AFA,Standard,Non Residential,Doctors surgery,Within same building,W1G 7LB,W1G,100023000000.0,8400408.0,E09000033,WESTMINSTER,Westminster,E05013801,Marylebone,Marylebone,528553.0,182047.0,528550.0,182050.0,51.52271909,-0.148419635,London,Euston,190.0,Euston,,None,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,2604.598486295663,0,0,3,42,32,387,27,27,18,247
005879-14012018,2018-01-14,2018.0,22:23:57,22.0,False Alarm,AFA,Standard,Other Residential,Youth hostel ,Correct incident location,E6 6WH,E6,10014032881.0,22200886.0,E09000025,NEWHAM,Newham,E05013904,Beckton,Beckton,543386.0,181489.0,543350.0,181450.0,51.51413666,0.065015001,London,East Ham,342.0,Plaistow,1004.0,Barking,2.0,2.0,2.0,60.0,328.0,2.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,12824.85073268464,1,0,4,205,24,38,22,69,18,40
005882-14012018,2018-01-14,2018.0,22:40:26,22.0,Fire,Primary Fire,Standard,Road Vehicle,Van ,On motorway / elevated road,RM13 8BT,RM13,10091579924.0,21310018.0,E09000016,HAVERING,Havering,E05013979,Rainham & Wennington,Rainham & Wennington,551305.0,181791.0,551350.0,181750.0,51.51478723,0.179183082,London,Wennington,951.0,Wennington,,None,1.0,1.0,1.0,60.0,328.0,2.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,20744.94239702192,0,1,8,195,15,484,94,95,18,140
005884-14012018,2018-01-14,2018.0,22:42:17,22.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,Unknown,W10,0.0,21700855.0,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009394,DALGARNO,DALGARNO,,,523250.0,182050.0,,,London,North Kensington,209.0,North Kensington,257.0,North Kensington,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,148,19,168,62,62,18,238
005885-14012018,2018-01-14,2018.0,22:43:10,22.0,Special Service,Special Service,Medical Incident,Dwelling,House - single occupancy ,Correct incident location,Unknown,N14,0.0,20702882.0,E09000010,ENFIELD,Enfield,E05013687,Oakwood,Oakwood,,,530150.0,195550.0,,,London,Southgate,263.0,Southgate,,None,1.0,1.0,1.0,62.0,339.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,0,2,2,67,9,437,81,81,9,107
005886-14012018,2018-01-14,2018.0,22:43:10,22.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,Unknown,NW1,0.0,20400619.0,E09000007,CAMDEN,Camden,E05013667,Primrose Hill,Primrose Hill,,,527950.0,183950.0,,,London,Euston,275.0,Euston,333.0,Kentish Town,3.0,5.0,5.0,77.0,421.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,148,5,474,27,27,18,125
005887-14012018,2018-01-14,2018.0,22:48:42,22.0,Fire,Primary Fire,Standard,Road Vehicle,Multiple Vehicles ,On land associated with building,CR4 2PF,CR4,48078890.0,22106417.0,E09000024,MERTON,Merton,E05013814,Figge's Marsh,Figge's Marsh,527818.0,168910.0,527850.0,168950.0,51.40482234,-0.163752923,London,Mitcham,187.0,Mitcham,,None,1.0,1.0,1.0,61.0,333.0,3.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,11863.353969257363,0,1,8,97,23,217,58,58,18,10
005888-14012018,2018-01-14,2018.0,22:49:30,22.0,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,Unknown,SE27,0.0,21901538.0,E09000022,LAMBETH,Lambeth,E05014109,St. Martin's,St. Martin's,,,531750.0,172450.0,,,London,West Norwood,234.0,West Norwood,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,0,2,2,67,21,564,96,97,3,168
005890-14012018,2018-01-14,2018.0,23:03:53,23.0,False Alarm,AFA,Standard,Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Within same building,Unknown,HA2,0.0,21201980.0,E09000015,HARROW,Harrow,E05013554,North Harrow,North Harrow,,,513650.0,188550.0,,,London,Harrow,184.0,Harrow,329.0,Northolt,2.0,2.0,2.0,113.0,618.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,83,14,422,36,36,18,76
005892-14012018,2018-01-14,2018.0,23:16:45,23.0,Fire,Primary Fire,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,NW10,0.0,20204080.0,E09000005,BRENT,Brent,E05013510,Stonebridge,Stonebridge,,,520550.0,184150.0,,,London,Park Royal,235.0,Park Royal,318.0,Willesden,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,1,2,67,3,577,67,67,18,126
005893-14012018,2018-01-14,2018.0,23:35:17,23.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,NW10,0.0,20202479.0,E09000005,BRENT,Brent,E05013507,Queens Park,Queens Park,,,523650.0,182650.0,,,London,North Kensington,201.0,North Kensington,222.0,North Kensington,1.0,2.0,2.0,60.0,328.0,2.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,67,3,480,62,62,18,126
005897-14012018,2018-01-14,2018.0,23:53:47,23.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,E1,0.0,22700261.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,Whitechapel,Whitechapel,,,534550.0,181150.0,,,London,Shadwell,180.0,Shadwell,230.0,Whitechapel,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,148,29,676,76,76,18,24
005898-14012018,2018-01-14,2018.0,23:54:53,23.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,NW11,0.0,20014700.0,E09000003,BARNET,Barnet,E05013641,Garden Suburb,Garden Suburb,,,525350.0,188750.0,,,London,Finchley,422.0,Hendon,429.0,Hendon,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,6.0,14.0,1.0,2,1,1,0,0,,1,0,2,67,1,234,29,39,18,127
005899-15012018,2018-01-15,2018.0,00:13:41,0.0,Fire,Primary Fire,Standard,Non Residential,Pub/wine bar/bar ,Correct incident location,SW4 7UL,SW4,10023853888.0,21900342.0,E09000022,LAMBETH,Lambeth,E05014102,Clapham Town,Clapham Town,529766.0,175511.0,529750.0,175550.0,51.46370393,-0.133346184,London,Clapham,238.0,Clapham,292.0,Brixton,2.0,3.0,3.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,5001.288132388867,1,1,3,145,21,141,14,14,18,205
005901-15012018,2018-01-15,2018.0,00:31:01,0.0,False Alarm,False alarm - Malicious,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,IG8,0.0,22305269.0,E09000026,REDBRIDGE,Redbridge,E05011236,Bridge,Bridge,,,541550.0,191950.0,,,London,Woodford,275.0,Woodford,497.0,Hainault,2.0,2.0,2.0,60.0,328.0,2.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,0,2,149,25,67,100,101,18,92
005903-15012018,2018-01-15,2018.0,00:34:10,0.0,False Alarm,AFA,Standard,Other Residential,Hotel/motel ,Within same building,KT1 2PD,KT1,128007048.0,21801044.0,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013938,Kingston Town,Kingston Town,518263.0,169197.0,518250.0,169150.0,51.40947336,-0.300963647,London,Kingston,292.0,Surbiton,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,16695.530844225115,0,0,4,66,20,350,50,85,18,94
005905-15012018,2018-01-15,2018.0,00:51:47,0.0,False Alarm,AFA,Standard,Non Residential,Converted office ,Correct incident location,SW1P 3SE,SW1P,10033552270.0,8401369.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,530106.0,179308.0,530150.0,179350.0,51.4977489,-0.127057599,London,Lambeth,273.0,Lambeth,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,1238.1468523650474,0,0,3,35,32,560,51,51,18,197
005906-15012018,2018-01-15,2018.0,01:10:43,1.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,Unknown,NW1,0.0,20400619.0,E09000007,CAMDEN,Camden,E05013667,Primrose Hill,Primrose Hill,,,527950.0,183950.0,,,London,Euston,296.0,Euston,381.0,Kentish Town,3.0,5.0,5.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,0,2,147,5,474,27,27,18,125
005909-15012018,2018-01-15,2018.0,01:36:02,1.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,NW2,0.0,20013030.0,E09000003,BARNET,Barnet,E05013631,Childs Hill,Childs Hill,,,523950.0,186150.0,,,London,West Hampstead,344.0,West Hampstead,368.0,West Hampstead,1.0,2.0,2.0,69.0,377.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,0,2,149,1,130,95,96,18,128
005910-15012018,2018-01-15,2018.0,01:42:05,1.0,Fire,Primary Fire,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,Unknown,SE15,0.0,22500873.0,E09000028,SOUTHWARK,Southwark,E05011110,Peckham,Peckham,,,533750.0,177150.0,,,London,Peckham,168.0,Peckham,272.0,Old Kent Road,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,1,2,148,27,451,68,68,18,155
005911-15012018,2018-01-15,2018.0,01:42:16,1.0,False Alarm,AFA,Standard,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,N19 5RW,N19,10023219749.0,21600814.0,E09000019,ISLINGTON,Islington,E05013707,Junction,Junction,529610.0,186640.0,529650.0,186650.0,51.56375422,-0.131502056,London,Kentish Town,259.0,Kentish Town,321.0,Holloway,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,6277.610295852706,1,0,4,65,18,331,49,49,18,112
005912-15012018,2018-01-15,2018.0,01:44:36,1.0,False Alarm,AFA,Standard,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Within same building,Unknown,CR0,0.0,20501511.0,E09000008,CROYDON,Croydon,E05011479,Selhurst,Selhurst,,,532450.0,166750.0,,,London,Croydon,363.0,Croydon,383.0,Croydon,2.0,3.0,3.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,0,2,84,7,513,15,15,18,8
005914-15012018,2018-01-15,2018.0,02:39:37,2.0,Special Service,Special Service,Effecting entry/exit,Outdoor Structure,Telephone box ,Correct incident location,N7 8LX,N7,10025495572.0,21606449.0,E09000019,ISLINGTON,Islington,E05013708,Laycock,Laycock,531200.0,185160.0,531250.0,185150.0,51.5500866,-0.109128112,London,Holloway,688.0,Islington,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,4755.910137290645,0,2,6,181,18,364,42,47,3,122
005915-15012018,2018-01-15,2018.0,03:06:15,3.0,False Alarm,AFA,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,Unknown,N1,0.0,21604817.0,E09000019,ISLINGTON,Islington,E05013710,St. Mary's & St. James',St. Mary's & St. James',,,531750.0,183650.0,,,London,Islington,166.0,Islington,362.0,Shoreditch,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,0,2,34,18,568,47,47,18,102
005916-15012018,2018-01-15,2018.0,03:12:56,3.0,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,Unknown,N15,0.0,21103171.0,E09000014,HARINGEY,Haringey,E05013599,South Tottenham,South Tottenham,,,533750.0,188550.0,,,London,Tottenham,310.0,Tottenham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,0,2,2,67,13,537,88,88,5,108
005917-15012018,2018-01-15,2018.0,03:17:10,3.0,False Alarm,AFA,Standard,Non Residential,Town Hall ,Correct incident location,E15 4BQ,E15,46255417.0,22201322.0,E09000025,NEWHAM,Newham,E05013924,Stratford,Stratford,538927.0,184296.0,538950.0,184250.0,51.54047428,0.001904321,London,Stratford,186.0,Stratford,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,9172.185198715231,0,0,3,186,24,579,84,84,18,30
005918-15012018,2018-01-15,2018.0,03:22:07,3.0,False Alarm,AFA,Standard,Non Residential,Secondary school,Correct incident location,N12 0QU,N12,200029817.0,20011300.0,E09000003,BARNET,Barnet,E05013651,Woodhouse,Woodhouse,526933.0,191579.0,526950.0,191550.0,51.60874819,-0.168317798,London,Finchley,389.0,Finchley,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,11726.817022959782,0,0,3,166,1,686,29,29,18,105
005922-15012018,2018-01-15,2018.0,05:12:15,5.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SE27,0.0,21901538.0,E09000022,LAMBETH,Lambeth,E05014109,St. Martin's,St. Martin's,,,531850.0,172550.0,,,London,West Norwood,258.0,West Norwood,,None,1.0,1.0,1.0,67.0,366.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,0,2,2,149,21,564,96,97,5,168
005923-15012018,2018-01-15,2018.0,05:17:43,5.0,False Alarm,False alarm - Good intent,Standard,Non Residential,Takeaway/ fast food ,Correct incident location,SW1H 0PH,SW1H,100024000000.0,8400926.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,529533.0,179365.0,529550.0,179350.0,51.49839261,-0.135286753,London,Lambeth,402.0,Lambeth,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,1518.5705755824365,0,0,3,180,32,560,51,51,18,196
005924-15012018,2018-01-15,2018.0,05:18:39,5.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,Unknown,SW1H,0.0,8400926.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,,,529550.0,179350.0,,,London,Lambeth,359.0,Lambeth,379.0,Soho,4.0,5.0,5.0,118.0,645.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,0,2,147,32,560,51,51,18,196
005926-15012018,2018-01-15,2018.0,06:01:04,6.0,Fire,Primary Fire,Standard,Road Vehicle,Van ,In street outside gazetteer location,NW1 5LG,NW1,10033571503.0,8400320.0,E09000033,WESTMINSTER,Westminster,E05013805,Regent's Park,Regent's Park,528045.0,182065.0,528050.0,182050.0,51.52299614,-0.155731373,London,Paddington,434.0,Euston,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,3030.4990850511977,0,1,8,195,32,489,66,27,18,125
005927-15012018,2018-01-15,2018.0,06:04:49,6.0,False Alarm,AFA,Standard,Non Residential,Factory ,Correct incident location,E16 4SA,E16,10090851202.0,22201609.0,E09000025,NEWHAM,Newham,E05013906,Canning Town North,Canning Town North,539005.0,182305.0,539050.0,182350.0,51.52256393,0.002243117,London,Poplar,401.0,Poplar,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,8605.187278640537,0,0,3,49,24,107,71,71,18,31
005929-15012018,2018-01-15,2018.0,06:12:24,6.0,False Alarm,False alarm - Good intent,Standard,Non Residential,Single shop ,Within same building,W1W 6PS,W1W,100023000000.0,8400603.0,E09000033,WESTMINSTER,Westminster,E05013808,West End,West End,528980.0,181741.0,528950.0,181750.0,51.51987185,-0.142380251,London,Euston,392.0,Soho,346.0,Soho,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,2079.864324092977,1,0,3,171,32,656,27,79,18,254
005933-15012018,2018-01-15,2018.0,06:23:53,6.0,Fire,Primary Fire,Standard,Dwelling,Self contained Sheltered Housing ,Correct incident location,Unknown,RM8,0.0,19903954.0,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014057,Becontree,Becontree,,,547250.0,186650.0,,,London,Dagenham,375.0,Dagenham,409.0,Dagenham,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,1,1,2,167,0,39,16,16,18,147
005935-15012018,2018-01-15,2018.0,06:36:10,6.0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,N9,0.0,20705014.0,E09000010,ENFIELD,Enfield,E05013679,Edmonton Green,Edmonton Green,,,534350.0,193450.0,,,London,Edmonton,253.0,Edmonton,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,0,2,2,148,9,197,23,23,3,124
005936-15012018,2018-01-15,2018.0,06:41:02,6.0,False Alarm,AFA,Standard,Non Residential,Engineering manufacturing plant,Correct incident location,KT3 3NE,KT3,128019726.0,21801035.0,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013934,Green Lane & St. James,Green Lane & St. James,520346.0,168587.0,520350.0,168550.0,51.40355282,-0.271234206,London,New Malden,287.0,New Malden,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,15676.656397985647,0,0,3,46,20,245,60,60,18,96
005937-15012018,2018-01-15,2018.0,06:52:09,6.0,False Alarm,AFA,Standard,Dwelling,Self contained Sheltered Housing ,Within same building,Unknown,BR3,0.0,20301776.0,E09000006,BROMLEY,Bromley,E05013987,Beckenham Town & Copers Cope,Beckenham Town & Copers Cope,,,538250.0,169250.0,,,London,Beckenham,295.0,Beckenham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,1,0,0,,0,0,2,167,4,37,5,5,18,2
005938-15012018,2018-01-15,2018.0,07:01:16,7.0,Special Service,Special Service,Suicide/attempts,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,IG11,0.0,19900568.0,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014061,Gascoigne,Gascoigne,,,544850.0,183750.0,,,London,Barking,241.0,Barking,244.0,Barking,1.0,2.0,2.0,158.0,864.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,,1,2,2,149,0,235,2,2,19,85
005940-15012018,2018-01-15,2018.0,07:13:03,7.0,False Alarm,False alarm - Good intent,Standard,Other Residential,Retirement/Old Persons Home,Within same building,EN1 3EH,EN1,207130258.0,20702494.0,E09000010,ENFIELD,Enfield,E05013693,Town,Town,532944.0,197374.0,532950.0,197350.0,51.65943722,-0.079363623,London,Enfield,477.0,Enfield,,None,1.0,1.0,1.0,60.0,328.0,2.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,17093.342882032182,0,0,4,159,9,613,25,25,18,67
005941-15012018,2018-01-15,2018.0,07:15:25,7.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SM6,0.0,22605455.0,E09000029,SUTTON,Sutton,E05013771,Wallington South,Wallington South,,,528950.0,163250.0,,,London,Wallington,312.0,Wallington,518.0,Purley,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,,1,0,2,149,28,637,90,91,18,182
005943-15012018,2018-01-15,2018.0,07:20:22,7.0,Fire,Primary Fire,Standard,Road Vehicle,Car ,In street outside gazetteer location,IG11 0RJ,IG11,10090629423.0,19900568.0,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014055,Barking Riverside,Barking Riverside,547281.0,183599.0,547250.0,183550.0,51.5320947,0.121987668,London,Barking,746.0,East Ham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,16973.26892309969,0,1,8,21,0,26,2,22,18,85
005945-15012018,2018-01-15,2018.0,07:33:27,7.0,False Alarm,AFA,Standard,Non Residential,Purpose built office ,Correct incident location,EC4N 4TQ,EC4N,95500056.0,8100105.0,E09000001,CITY OF LONDON,City Of london,E05009311,VINTRY,VINTRY,532474.0,180943.0,532450.0,180950.0,51.51189267,-0.092349943,London,Dowgate,226.0,Dowgate,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,1936.0647205343516,0,0,3,150,6,624,19,19,18,63
005948-15012018,2018-01-15,2018.0,07:38:39,7.0,False Alarm,AFA,Standard,Non Residential,Warehouse ,Correct incident location,CR4 4NY,CR4,48105031.0,22104542.0,E09000024,MERTON,Merton,E05013822,Ravensbury,Ravensbury,526870.0,168319.0,526850.0,168350.0,51.39972356,-0.177586106,London,Mitcham,171.0,Mitcham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,12684.625564246822,0,0,3,199,23,485,58,58,18,10
005950-15012018,2018-01-15,2018.0,07:47:22,7.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,SW19,0.0,22106843.0,E09000024,MERTON,Merton,E05013816,Hillside,Hillside,,,524850.0,171050.0,,,London,Wimbledon,598.0,Wimbledon,739.0,Wandsworth,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,,1,0,2,67,23,312,99,100,18,193
005953-15012018,2018-01-15,2018.0,07:52:27,7.0,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,W4 3EX,W4,200003000000.0,21501255.0,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,520452.0,177511.0,520450.0,177550.0,51.48373539,-0.266677137,London,Chiswick,340.0,Richmond,441.0,Chiswick,2.0,2.0,2.0,126.0,689.0,2.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,10566.516504086538,1,2,8,97,17,135,13,73,13,257
005954-15012018,2018-01-15,2018.0,07:55:36,7.0,Special Service,Special Service,Animal assistance incidents,Outdoor,Animal harm outdoors,In street outside gazetteer location,BR1 5SQ,BR1,100022000000.0,22002033.0,E09000023,LEWISHAM,Lewisham,E05013724,Hither Green,Hither Green,539007.0,172135.0,539050.0,172150.0,51.4311739,-0.001727736,London,Bromley,466.0,Lewisham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,11815.661641727023,0,2,5,3,22,313,10,53,1,0
005955-15012018,2018-01-15,2018.0,07:57:02,7.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,Unknown,N15,0.0,21102958.0,E09000014,HARINGEY,Haringey,E05013601,Tottenham Central,Tottenham Central,,,533050.0,189150.0,,,London,Tottenham,334.0,Tottenham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,15.0,1.0,3,0,0,1,0,,0,2,2,149,13,610,88,88,5,108
